airport_full,city,country,iata,icao,latitude,longitude

General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,MMMM,19.849899292,-101.025001526

Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,MMMT,18.1033992767,-94.58070373540001

Monclova International Airport,Monclova,Mexico,LOV,MMMV,26.955699920654297,-101.47000122070312

Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.4363,-99.072098

General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.7784996033,-100.107002258

General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,MMMZ,23.1613998413,-106.26599884

Nogales International Airport,Nogales,Mexico,NOG,MMNG,31.22610092163086,-110.97599792480469

Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,MMNL,27.4438991547,-99.5705032349

Xoxocotlán International Airport,Oaxaca,Mexico,OAX,MMOX,16.9999008179,-96.72660064700001

El Tajín National Airport,Poza Rico,Mexico,PAZ,MMPA,20.6026992798,-97.4608001709

Hermanos Serdán International Airport,Puebla,Mexico,PBC,MMPB,19.1581001282,-98.3713989258

Ingeniero Juan Guillermo Villasana Airport,Pachuca,Mexico,PCA,MMPC,20.07740020751953,-98.78250122070312

Puerto Peñasco International Airport,Punta Penasco,Mexico,PPE,MMPE,31.356202000000003,-113.525677

Piedras Negras International Airport,Piedras Negras,Mexico,PDS,MMPG,28.627399444580078,-100.53500366210938

Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,MMPN,19.396699905395508,-102.03900146484376

Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.680099487304688,-105.25399780273438

Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,MMPS,15.8768997192,-97.08910369870001

Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,MMQT,20.6173000336,-100.18599700899999

General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.008899688699998,-98.22850036620001

Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15180015563965,-109.72100067138672

San Felipe International Airport,San Filipe,Mexico,SFH,MMSF,30.930200576782,-114.80899810791

Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,MMSP,22.254299163800006,-100.930999756

Tlaxcala Airport,Tlaxcala,Mexico,TXA,MMTA,19.537992000000003,-98.17349200000001

Terán Air Base,Tuxtla Gutierrez,Mexico,\N,MMTB,16.739900589,-93.17330169680001

Francisco Sarabia International Airport,Torreon,Mexico,TRC,MMTC,25.568300247199996,-103.41100311299999

Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,MMTG,16.5636005402,-93.02249908450001

General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.541099548339844,-116.97000122070312

General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.2964000702,-97.86589813229999

Tamuin Airport,Tamuin,Mexico,TSL,MMTN,22.0382995605,-98.8065032959

Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,MMTO,19.3370990753,-99.5660018921

Tapachula International Airport,Tapachula,Mexico,TAP,MMTP,14.794300079300001,-92.3700027466

Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.036500930800003,-86.8770980835

Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,MMVA,17.996999740600586,-92.81739807128906

General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,MMVR,19.145900726300003,-96.1873016357

General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,MMZC,22.8971004486,-102.68699646

Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,MMZH,17.601600647,-101.460998535

Zamora Airport,Zamora,Mexico,ZMM,MMZM,20.045000076293945,-102.2760009765625

Playa De Oro International Airport,Manzanillo,Mexico,ZLO,MMZO,19.144800186199998,-104.558998108

Zapopan Airport,Zapopan,Mexico,\N,MMZP,20.747922,-103.461709

Bluefields Airport,Bluefields,Nicaragua,BEF,MNBL,11.991000175476074,-83.77410125732422

Los Brasiles Airport,Los Brasiles,Nicaragua,\N,MNBR,12.1899995803833,-86.35389709472656

Leon (Fanor Urroz) Airport,Leon,Nicaragua,\N,MNLN,12.429200172424315,-86.90280151367188

Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,12.141500473022461,-86.16819763183594

Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,MNPC,14.047200202941895,-83.38670349121094

Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,MPBO,9.340849876403807,-82.25080108642578

Cap Manuel Niño International Airport,Changuinola,Panama,CHX,MPCH,9.458640098571776,-82.51679992675781

Enrique Malek International Airport,David,Panama,DAV,MPDA,8.390999794006348,-82.43499755859375

Panama Pacific International Airport,Howard,Panama,BLB,MPHO,8.91479,-79.599602

Marcos A. Gelabert International Airport,Panama,Panama,PAC,MPMG,8.973340034484863,-79.55560302734375

Ruben Cantu Airport,Santiago,Panama,\N,MPSA,8.085599899291992,-80.94529724121094

Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.0713596344,-79.3834991455

Buenos Aires Airport,Buenos Aires,Costa Rica,\N,MRBA,9.163949,-83.33017099999999

Coto 47 Airport,Coto 47,Costa Rica,OTR,MRCC,8.601559638977049,-82.96859741210938

Chacarita Airport,Chacarita,Costa Rica,\N,MRCH,9.98141002655,-84.7726974487

El Carmen de Siquirres Airport,El Carmen,Costa Rica,\N,MREC,10.20199966430664,-83.47219848632812

Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,\N,MRFI,8.916350364685059,-83.5073013305664

Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.654009819030763,-83.18219757080078

Guapiles Airport,Guapiles,Costa Rica,\N,MRGP,10.2172002792,-83.79699707030002

Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.593299865722656,-85.54440307617188

Los Chiles Airport,Los Chiles,Costa Rica,\N,MRLC,11.035300254821776,-84.70610046386719

Limon International Airport,Limon,Costa Rica,LIO,MRLM,9.95796012878418,-83.02200317382812

Nosara Airport,Nosara Beach,Costa Rica,NOB,MRNS,9.976490020750001,-85.65299987790002

Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860244750977,-84.20880126953125

Pandora Airport,Pandora,Costa Rica,\N,MRPD,9.732170104980467,-82.98320007324219

Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,MRPM,8.951029777526855,-83.46859741210938

Quepos Managua Airport,Quepos,Costa Rica,XQP,MRQP,9.443160057067873,-84.12979888916016

Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,\N,MRSG,10.288299560546877,-83.7135009765625

San Vito De Java Airport,San Vito De Jaba,Costa Rica,\N,MRSV,8.826109886169434,-82.95890045166016

El Salvador International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702

Ilopango International Airport,San Salvador,El Salvador,\N,MSSS,13.69950008392334,-89.11990356445312

Les Cayes Airport,Cayes,Haiti,\N,MTCA,18.27109909057617,-73.78829956054688

Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.732999801635746,-72.1947021484375

Jacmel Airport,Jacmel,Haiti,\N,MTJA,18.241100311279297,-72.51850128173828

Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.57999992370605,-72.2925033569336

Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,MUBA,20.36529922485352,-74.5062026977539

Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,MUBY,20.39640045166016,-76.62139892578125

Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,MUCA,22.027099609375,-78.78959655761719

Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.4610004425,-78.32839965820001

Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,MUCF,22.149999618530273,-80.41419982910156

Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,MUCL,21.616500854499996,-81.5459976196

Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,MUCM,21.420299530029297,-77.84750366210938

Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,MUCU,19.96980094909668,-75.83540344238281

Florida Airport,Florida,Cuba,\N,MUFL,21.49970054626465,-78.20279693603516

Leeward Point Field,Guantanamo,Cuba,\N,MUGM,19.906499862671,-75.207099914551

Mariana Grajales Airport,Guantanamo,Cuba,GAO,MUGT,20.08530044555664,-75.1583023071289

José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,-82.40910339355469

Frank Pais International Airport,Holguin,Cuba,HOG,MUHG,20.785600662231445,-76.31510162353516

La Coloma Airport,La Coloma,Cuba,LCL,MULM,22.33609962463379,-83.64189910888672

Orestes Acosta Airport,Moa,Cuba,MOA,MUMO,20.65390014648437,-74.92220306396484

Sierra Maestra Airport,Manzanillo,Cuba,MZO,MUMZ,20.28809928894043,-77.08920288085938

Rafael Cabrera Airport,Nueva Gerona,Cuba,GER,MUNG,21.834699630737305,-82.78379821777344

Playa Baracoa Airport,Baracoa Playa,Cuba,UPB,MUPB,23.0328006744,-82.5793991089

Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,\N,MUPR,22.42140007019043,-83.67839813232422

San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,\N,MUSA,22.87150001525879,-82.5093002319336

Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,-79.943603515625

Joaquín de Agüero Airport,Santa Lucia,Cuba,\N,MUSL,21.5094559067,-77.02059745790002

Siguanea Airport,Siguanea,Cuba,\N,MUSN,21.64249992370605,-82.9551010131836

Sancti Spiritus Airport,Sancti Spiritus,Cuba,\N,MUSS,21.9704,-79.44270300000001

Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.03440093994141,-81.435302734375

Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU,MUVT,20.987600326538086,-76.93579864501953

Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.687000274658203,-79.88279724121094

Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.292800903299998,-81.3576965332

Clarence A. Bain Airport,Clarence Bain,Bahamas,\N,MYAB,24.287700653076172,-77.68460083007812

Andros Town Airport,Andros Town,Bahamas,ASD,MYAF,24.69790077209473,-77.79560089111328

Marsh Harbour International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.511400222800003,-77.08350372310001

San Andros Airport,San Andros,Bahamas,SAQ,MYAN,25.053800582885746,-78.04900360107422

Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800006,-73.97090148930002

Sandy Point Airport,Sandy Point,Bahamas,\N,MYAS,26.004600524902344,-77.39550018310547

Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293000003,-77.3912963867

Chub Cay Airport,Chub Cay,Bahamas,CCZ,MYBC,25.41710090637207,-77.88089752197266

Great Harbour Cay Airport,Bullocks Harbour,Bahamas,\N,MYBG,25.7383003235,-77.8401031494

South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.6998996735,-79.2647018433

Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.5625991821,-75.8779983521

George Town Airport,George Town,Bahamas,\N,MYEG,23.4666996002,-75.78170013430001

North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.474899291999996,-76.6835021973

Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.2847003937,-76.3310012817

Normans Cay Airport,Norman's Cay,Bahamas,\N,MYEN,24.59429931640625,-76.82019805908203

Rock Sound Airport,Rock Sound,Bahamas,RSD,MYER,24.8950787333,-76.1768817902

Staniel Cay Airport,Staniel Cay,Bahamas,\N,MYES,24.169099807739254,-76.43910217285156

Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,-78.695602417

Inagua Airport,Matthew Town,Bahamas,IGA,MYIG,20.975000381469727,-73.66690063476562

Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,23.179000854499996,-75.09359741210002

Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.5823168043,-75.26862144470002

Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,22.3794994354,-73.01349639889999

Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,-77.46620178219999

Duncan Town Airport,Duncan Town,Bahamas,\N,MYRD,22.18180084228516,-75.72949981689453

Rum Cay Airport,Port Nelson,Bahamas,\N,MYRP,23.68440055847168,-74.83619689941406

San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329917907715,-74.52400207519531

Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.539100646972653,-88.30819702148438

Aitutaki Airport,Aitutaki,Cook Islands,AIT,NCAI,-18.830900192260746,-159.76400756835938

Rarotonga International Airport,Avarua,Cook Islands,RAR,NCRG,-21.202699661300002,-159.805999756

Nadi International Airport,Nandi,Fiji,NAN,NFFN,-17.755399703979492,177.4429931640625

Nausori International Airport,Nausori,Fiji,SUV,NFNA,-18.04330062866211,178.5590057373047

Fua'amotu International Airport,Tongatapu,Tonga,TBU,NFTF,-21.241199493408203,-175.14999389648438

Vava'u International Airport,Vava'u,Tonga,VAV,NFTV,-18.58530044555664,-173.96200561523438

Bonriki International Airport,Tarawa,Kiribati,TRW,NGTA,1.3816399574279783,173.14700317382812

Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,NGTE,-1.2244700193405151,174.7760009765625

Hihifo Airport,Wallis,Wallis and Futuna,WLS,NLWW,-13.238300323499999,-176.19900512700002

Faleolo International Airport,Faleolo,Samoa,APW,NSFA,-13.829999923706055,-172.00799560546875

Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,-14.3310003281,-170.710006714

Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,-22.43409919738769,-151.36099243164062

Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,-23.36540031433105,-149.5240020751953

Anaa Airport,Anaa,French Polynesia,AAA,NTGA,-17.35260009765625,-145.50999450683594

Fangatau Airport,Fangatau,French Polynesia,\N,NTGB,-15.819899559020994,-140.88699340820312

Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,-15.119600296020508,-148.2310028076172

Reao Airport,Reao,French Polynesia,REA,NTGE,-18.465900421142575,-136.44000244140622

Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,-16.054100036621097,-145.65699768066406

Manihi Airport,Manihi,French Polynesia,XMH,NTGI,-14.436800003051758,-146.07000732421875

Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,-23.07990074157715,-134.88999938964844

Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,-15.663299560546875,-146.88499450683594

Makemo Airport,Makemo,French Polynesia,MKP,NTGM,-16.583900451660153,-143.6580047607422

Puka Puka Airport,Puka Puka,French Polynesia,PKP,NTGP,-14.809499740600586,-138.81300354003906

Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.709500312805176,-145.24600219726562

Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.248299598693848,-146.61700439453125

Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,-14.8681001663208,-148.7169952392578

Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580005645752,-145.02499389648438

Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,-8.795599937438965,-140.22900390625

Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.444400787353516,-151.75100708007812

Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,-14.954299926757812,-147.66099548339844

Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,-16.687200546264652,-151.02200317382812

Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,-17.489999771118164,-149.76199340820312

Hao Airport,Hao Island,French Polynesia,HOI,NTTO,-18.074800491333008,-140.9459991455078

Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,-16.42650032043457,-152.24400329589844

Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,-16.7229,-151.466003

Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.699300765991,168.32000732422

Koné Airport,Kone,New Caledonia,KNQ,NWWD,-21.05430030822754,164.83700561523438

Koumac Airport,Koumac,New Caledonia,KOC,NWWK,-20.546300888061523,164.25599670410156

Lifou Airport,Lifou,New Caledonia,LIF,NWWL,-20.774799346923828,167.24000549316406

Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,-22.25830078125,166.47300720214844

Maré Airport,Mare,New Caledonia,MEE,NWWR,-21.4817008972168,168.03799438476562

Touho Airport,Touho,New Caledonia,TOU,NWWU,-20.790000915527344,165.25900268554688

Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,-20.640600204467773,166.572998046875

La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075378418,166.21299743652344

Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986023,174.79200744599999

Taupo Airport,Taupo,New Zealand,TUO,NZAP,-38.73970031738281,176.08399963378906

Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,-37.029701232910156,174.97300720214844

Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939895629883,172.53199768066406

Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,NZCI,-43.810001373291016,-176.45700073242188

Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,-45.9281005859375,170.197998046875

Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,-38.66329956054688,177.97799682617188

Glentanner Airport,Glentanner,New Zealand,\N,NZGT,-43.906700134277344,170.1280059814453

Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,-42.713600158691406,170.98500061035156

Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.8666992188,175.332000732

Hastings Aerodrome,Hastings,New Zealand,\N,NZHS,-39.646702000000005,176.766998

Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,-35.26279830932617,173.91200256347656

Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,-35.06999969482422,173.28500366210938

Alexandra Airport,Alexandra,New Zealand,ALR,NZLX,-45.21170043945313,169.3730010986328

Mount Cook Airport,Mount Cook,New Zealand,MON,NZMC,-43.76499938964844,170.13299560546875

Manapouri Airport,Manapouri,New Zealand,TEU,NZMO,-45.53310012817383,167.64999389648438

Hood Airport,Masterton,New Zealand,MRO,NZMS,-40.97330093383789,175.63400268554688

New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,-39.00859832763672,174.1790008544922

Nelson Airport,Nelson,New Zealand,NSN,NZNS,-41.298301696777344,173.2209930419922

Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,-46.41239929199219,168.31300354003906

RNZAF Base Ohakea,Ohakea,New Zealand,\N,NZOH,-40.20600128173828,175.38800048828125

Oamaru Airport,Oamaru,New Zealand,OAM,NZOU,-44.97000122070313,171.08200073242188

Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,-40.32059860229492,175.61700439453125

Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,-40.904701232910156,174.98899841308594

Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,-45.0210990906,168.738998413

Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,-38.10919952392578,176.31700134277344

Waiouru Airport,Waiouru,New Zealand,\N,NZRU,-39.4463996887207,175.6580047607422

South Pole Station Airport,Stephen's Island,Antarctica,\N,NZSP,-90.0,0.0

Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.67190170288086,176.1959991455078

Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.30279922485352,171.22500610351562

Pukaki Airport,Pukaki,New Zealand,\N,NZUK,-44.2350006104,170.117996216

Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991027832,173.8699951171875

Williams Field,Weydon,Antarctica,\N,NZWD,-77.86740112304688,167.0570068359375

Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,-44.722198486328004,169.24600219727

Wigram Airport,Wigram,New Zealand,\N,NZWG,-43.5511016846,172.55299377400002

Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,-37.92060089111328,176.91400146484375

Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.327201843299996,174.80499267599998

Wairoa Airport,Wairoa,New Zealand,\N,NZWO,-39.00690078735352,177.40699768066406

RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,\N,NZWP,-36.78779983520508,174.6300048828125

Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,-35.7682991027832,174.36500549316406

Westport Airport,Westport,New Zealand,WSZ,NZWS,-41.73809814453125,171.58099365234375

Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,-39.96220016479492,175.02499389648438

Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586

Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.39979934692383,70.49859619140625

Kabul International Airport,Kabul,Afghanistan,KBL,OAKB,34.56589889526367,69.21230316162111

Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192386,65.84780120849611

Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.93080139160156,64.76090240478516

Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594

Shindand Airport,Shindand,Afghanistan,\N,OASD,33.3913002014,62.261001586899994

Sheberghan Airport,Sheberghan,Afghanistan,\N,OASG,36.75080108642578,65.91320037841797

Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.66510009765625,68.91079711914061

Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672

Sheik Isa Air Base,Bahrain,Bahrain,\N,OBBS,25.918399810791016,50.590599060058594

Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.2404003143,42.65660095210001

Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.48519897460938

Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.296100616500002,41.6343002319

Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984399795532227,42.62089920043945

Abqaiq Airport,Abqaiq,Saudi Arabia,\N,OEBQ,25.91130065917969,49.59120178222656

King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445

King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.265399932900003,50.1520004272

Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901100158691403,42.58580017089844

Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.30279922485352,43.77439880371094

Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898

Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298

Jubail Airport,Jubail,Saudi Arabia,\N,OEJB,27.03899955749512,49.40510177612305

King Faisal Naval Base,Jeddah,Saudi Arabia,\N,OEJF,21.348100662231445,39.17300033569336

King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502

King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,HBT,OEKK,27.9009,45.528197999999996

Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.55340003967285,39.7051010131836

Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611400604248047,44.4192008972168

Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099

Pump Station 3 Airport,Petroline 3,Saudi Arabia,\N,OEPC,25.17449951171875,47.48839950561523

Pump Station 6 Airport,Petroline 6,Saudi Arabia,\N,OEPF,24.71030044555664,44.964500427246094

Pump Station 10 Airport,Petroline 10,Saudi Arabia,\N,OEPJ,24.1072998046875,41.0359992980957

Rabigh Airport,Rabigh,Saudi Arabia,\N,OERB,22.702600479125977,39.069801330566406

Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.626399993896484,43.4906005859375

King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.957599639892575,46.69879913330078

Ras Mishab Airport,Rash Mishab,Saudi Arabia,\N,OERM,28.079599380493164,48.611000061035156

Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095214844,41.13819885253906

Ras Tanura Airport,Ras Tanura,Saudi Arabia,\N,OERT,26.723100662231445,50.030799865722656

Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.466899871826172,47.12139892578125

Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.46470069885254,45.61959838867188

Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189

Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442

Thumamah Airport,Thumamah,Saudi Arabia,\N,OETH,25.21299934387207,46.64099884033203

Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,\N,OETN,27.86779975891113,48.76910018920898

Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544

Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860076904297,36.47639846801758

Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634

Abadan Airport,Abadan,Iran,ABD,OIAA,30.371099471999997,48.2282981873

Dezful Airport,Dezful,Iran,\N,OIAD,32.434399,48.397597999999995

Aghajari Airport,Aghajari,Iran,\N,OIAG,30.7444,49.6772

Gachsaran Airport,Gachsaran,Iran,\N,OIAH,30.337600708000004,50.827999115

Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ,OIAI,32.00239944458008,49.27040100097656

Omidiyeh Airport,Omidyeh,Iran,\N,OIAJ,30.8351993560791,49.5349006652832

Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620002746582,49.15190124511719

Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.3374004364,48.7620010376

Abumusa Island Airport,Abumusa I.,Iran,\N,OIBA,25.87569999694824,55.03300094604492

Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.944799423200003,50.834598541300004

Bastak Airport,Bastak,Iran,\N,OIBH,27.21269989013672,54.31859970092773

Asaloyeh Airport,Golbandi,Iran,\N,OIBI,27.4814,52.615501

Kish International Airport,Kish Island,Iran,KIH,OIBK,26.526199340799998,53.9802017212

Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.531999588,54.82479858399999

Khark Island Airport,Khark Island,Iran,\N,OIBQ,29.26029968261719,50.32389831542969

Sirri Island Airport,Siri Island,Iran,\N,OIBS,25.908899307250977,54.53939819335938

Lavan Island Airport,Lavan Island,Iran,\N,OIBV,26.81030082702637,53.356300354003906

Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.3459014893,47.1581001282

